,id,date_of_receipt,receipt_number,remarks,units,brand,category,brand_model,status,img,file_exists,file_name,file_size_MB,processed_data,m_receipt_date,m_receipt_number,m_brand_model,m_brand,receipt_type
429,651092,6/18/24,1080,Approved,1,Prada,Optical,OPR 53w zvn10150,1,Receipt/2024/cgejukldgr.jpg,Yes,cgejukldgr.jpg,0.152145,"{'m_receipt_date': ['2024-06-18'], 'm_receipt_number': ['OR-DKO24001080', 'OR-DKO24001080'], 'm_brand_model': [], 'm_brand': ['Frame OPR 53WV/M/PRADA/ZVN10150', '53WV/M/PRADA/ZVN10150'], 'id': 651092, 'receipt_type': 'Printed'}",['2024-06-18'],"['OR-DKO24001080', 'OR-DKO24001080']",[],"['Frame OPR 53WV/M/PRADA/ZVN10150', '53WV/M/PRADA/ZVN10150']",Printed
430,651084,7/6/24,89348,Approved,1,Ray-Ban,Optical,RB7168D,1,Receipt/2024/jpeg_20240707_124825.jpg,Yes,jpeg_20240707_124825.jpg,0.346302,"{'m_receipt_date': [], 'm_receipt_number': ['TH RX No: 89348', '89348'], 'm_brand_model': ['RB7168D', 'RB7168D'], 'm_brand': ['RAYBAN', 'RAYBAN'], 'id': 651084, 'receipt_type': 'Handwritten'}",[],"['TH RX No: 89348', '89348']","['RB7168D', 'RB7168D']","['RAYBAN', 'RAYBAN']",Handwritten
431,651083,7/6/24,89342,Approved,1,Emporio Armani,Optical,EA1162,1,Receipt/2024/jpeg_20240707_124655.jpg,Yes,jpeg_20240707_124655.jpg,0.294889,"{'m_receipt_date': ['6/7/24', '6/7/24'], 'm_receipt_number': ['TH RX No: 89342', '89342'], 'm_brand_model': ['Model: EA1162', 'EA1162'], 'm_brand': ['Model: EA1162'], 'id': 651083, 'receipt_type': 'Handwritten'}","['6/7/24', '6/7/24']","['TH RX No: 89342', '89342']","['Model: EA1162', 'EA1162']",['Model: EA1162'],Handwritten
432,651081,7/3/24,89294,Approved,1,Prada,Optical,VPR13Y,1,Receipt/2024/jpeg_20240707_124414.jpg,Yes,jpeg_20240707_124414.jpg,0.365496,"{'m_receipt_date': [], 'm_receipt_number': ['TH RX No: 89294', '89294'], 'm_brand_model': ['VPR13Y-F', 'VPR13Y-F'], 'm_brand': ['OPERATING HOURS : PRADA CASE', 'PRADA', 'PRADA', 'PRADA'], 'id': 651081, 'receipt_type': 'Handwritten'}",[],"['TH RX No: 89294', '89294']","['VPR13Y-F', 'VPR13Y-F']","['OPERATING HOURS : PRADA CASE', 'PRADA', 'PRADA', 'PRADA']",Handwritten
433,651080,7/3/24,89292,Approved,1,Emporio Armani,Optical,EA1157,1,Receipt/2024/jpeg_20240707_124253.jpg,Yes,jpeg_20240707_124253.jpg,0.338292,"{'m_receipt_date': [], 'm_receipt_number': ['89292', '89292'], 'm_brand_model': ['EMPORIO ARMANI Model: TA 1157 3045', 'TA 1157 3045'], 'm_brand': ['EMPORIO ARMANI Model: TA 1157 3045'], 'id': 651080, 'receipt_type': 'Handwritten'}",[],"['89292', '89292']","['EMPORIO ARMANI Model: TA 1157 3045', 'TA 1157 3045']",['EMPORIO ARMANI Model: TA 1157 3045'],Handwritten
434,651079,6/30/24,89232,Approved,1,Ray-Ban,Optical,RB5154,1,Receipt/2024/jpeg_20240707_124056.jpg,Yes,jpeg_20240707_124056.jpg,0.317799,"{'m_receipt_date': [], 'm_receipt_number': ['89232/76', '89232/76'], 'm_brand_model': ['Model: R35154', 'R35154'], 'm_brand': ['Model: R35154'], 'id': 651079, 'receipt_type': 'Handwritten'}",[],"['89232/76', '89232/76']","['Model: R35154', 'R35154']",['Model: R35154'],Handwritten
435,651076,6/30/24,85220,Approved,1,Ray-Ban,Optical,RB5154,1,Receipt/2024/jpeg_20240707_123909.jpg,Yes,jpeg_20240707_123909.jpg,0.303884,"{'m_receipt_date': ['30/6/24', '30/6/24'], 'm_receipt_number': [], 'm_brand_model': ['Model: RB5154', 'RB5154'], 'm_brand': ['OPERATING : Rayban Case', 'Rayban', 'Rayban', 'Rayban'], 'id': 651076, 'receipt_type': 'Handwritten'}","['30/6/24', '30/6/24']",[],"['Model: RB5154', 'RB5154']","['OPERATING : Rayban Case', 'Rayban', 'Rayban', 'Rayban']",Handwritten
436,651074,6/29/24,89205,Approved,1,Ray-Ban,Optical,RB5154,1,Receipt/2024/jpeg_20240707_123649.jpg,Yes,jpeg_20240707_123649.jpg,0.342147,"{'m_receipt_date': [], 'm_receipt_number': ['TH RX No: 89205', '89205'], 'm_brand_model': ['Model: RB 5154 8049', '5154'], 'm_brand': ['Ray Ban'], 'id': 651074, 'receipt_type': 'Handwritten'}",[],"['TH RX No: 89205', '89205']","['Model: RB 5154 8049', '5154']",['Ray Ban'],Handwritten
437,651072,6/28/24,89168,Approved,1,Ray-Ban,Optical,RB3447D,1,Receipt/2024/jpeg_20240707_123428.jpg,Yes,jpeg_20240707_123428.jpg,0.359998,"{'m_receipt_date': ['28/6/24', '28/6/24'], 'm_receipt_number': [], 'm_brand_model': [], 'm_brand': ['Ray Ban'], 'id': 651072, 'receipt_type': 'Handwritten'}","['28/6/24', '28/6/24']",[],[],['Ray Ban'],Handwritten
438,651069,6/12/24,151,Approved,1,Oakley,Sunglasses,OO9250 0357,1,Receipt/2024/jpeg_20240707_114720_Wklh1PX.jpg,Yes,jpeg_20240707_114720_Wklh1PX.jpg,0.318593,"{'m_receipt_date': ['2024-06-12'], 'm_receipt_number': ['Sales No. BKS24-151-DM', 'BKS24-151-DM'], 'm_brand_model': [], 'm_brand': ['Sunglasses: Oakley 009250 Actuator A Col: 0357', 'Oakley'], 'id': 651069, 'receipt_type': 'Printed'}",['2024-06-12'],"['Sales No. BKS24-151-DM', 'BKS24-151-DM']",[],"['Sunglasses: Oakley 009250 Actuator A Col: 0357', 'Oakley']",Printed
439,651068,6/21/24,156,Approved,1,Oakley,Sunglasses,OO9250A 0457,1,Receipt/2024/jpeg_20240707_115557.jpg,Yes,jpeg_20240707_115557.jpg,0.306901,"{'m_receipt_date': ['2024-06-21'], 'm_receipt_number': ['Sales No. : BKS24-156-DM', 'BKS24-156-DM'], 'm_brand_model': [], 'm_brand': ['Sunglasses: Oakley Actuator A 009250A Col: 0457', 'Oakley'], 'id': 651068, 'receipt_type': 'Printed'}",['2024-06-21'],"['Sales No. : BKS24-156-DM', 'BKS24-156-DM']",[],"['Sunglasses: Oakley Actuator A 009250A Col: 0457', 'Oakley']",Printed
440,651066,6/20/24,155,Approved,1,Oakley,Optical,OX8080 0458,1,Receipt/2024/jpeg_20240707_115356.jpg,Yes,jpeg_20240707_115356.jpg,0.345064,"{'m_receipt_date': ['2024-06-20', '2024-06-20'], 'm_receipt_number': ['Sales No. BKS24-155-DM', 'BKS24-155-DM'], 'm_brand_model': ['Frame: Oakley A Crosslink Zero OX8080 Col: 0458'], 'm_brand': ['Frame: Oakley A Crosslink Zero OX8080 Col: 0458', 'Oakley'], 'id': 651066, 'receipt_type': 'Printed'}","['2024-06-20', '2024-06-20']","['Sales No. BKS24-155-DM', 'BKS24-155-DM']",['Frame: Oakley A Crosslink Zero OX8080 Col: 0458'],"['Frame: Oakley A Crosslink Zero OX8080 Col: 0458', 'Oakley']",Printed
441,651065,6/17/24,154,Approved,1,Oakley,Optical,OX5019 0156,1,Receipt/2024/jpeg_20240707_115215.jpg,Yes,jpeg_20240707_115215.jpg,0.406185,"{'m_receipt_date': ['2024-06-17'], 'm_receipt_number': ['Sales No. BKS24-154-DM', 'BKS24-154-DM'], 'm_brand_model': ['Frame: Oakley Socket Tl OX5019 Col: 0156'], 'm_brand': ['Frame: Oakley Socket Tl OX5019 Col: 0156', 'Oakley'], 'id': 651065, 'receipt_type': 'Printed'}",['2024-06-17'],"['Sales No. BKS24-154-DM', 'BKS24-154-DM']",['Frame: Oakley Socket Tl OX5019 Col: 0156'],"['Frame: Oakley Socket Tl OX5019 Col: 0156', 'Oakley']",Printed
442,651064,6/15/24,153,Approved,1,Oakley,Optical,OX8163F 0156,1,Receipt/2024/jpeg_20240707_115040.jpg,Yes,jpeg_20240707_115040.jpg,0.427887,"{'m_receipt_date': ['2024-06-15'], 'm_receipt_number': ['Sales No. : BKS24-153-DM', 'BKS24-153-DM'], 'm_brand_model': ['Frame: Oakley Centerboard A OX8163F Col: 0156'], 'm_brand': ['Frame: Oakley Centerboard A OX8163F Col: 0156', 'Oakley'], 'id': 651064, 'receipt_type': 'Printed'}",['2024-06-15'],"['Sales No. : BKS24-153-DM', 'BKS24-153-DM']",['Frame: Oakley Centerboard A OX8163F Col: 0156'],"['Frame: Oakley Centerboard A OX8163F Col: 0156', 'Oakley']",Printed
443,651063,6/12/24,152,Approved,1,Oakley,Sunglasses,OO9206 9038,1,Receipt/2024/jpeg_20240707_114857.jpg,Yes,jpeg_20240707_114857.jpg,0.306099,"{'m_receipt_date': ['2024-06-12'], 'm_receipt_number': ['Sales No. BKS24-152-DM', 'BKS24-152-DM'], 'm_brand_model': [], 'm_brand': ['Sunglass: Oakley Radar Path(A) 009206 Col: 9038', 'Oakley'], 'id': 651063, 'receipt_type': 'Printed'}",['2024-06-12'],"['Sales No. BKS24-152-DM', 'BKS24-152-DM']",[],"['Sunglass: Oakley Radar Path(A) 009206 Col: 9038', 'Oakley']",Printed
444,651062,6/29/24,A24514,Approved,1,Oliver Peoples,Sunglasses,OV5523SU,1,Receipt/2024/jpeg_20240707_114703_SE3XuCn.jpg,Yes,jpeg_20240707_114703_SE3XuCn.jpg,0.253149,"{'m_receipt_date': ['29/6/24', '29/6/24', '29/6/24', '29/6/24'], 'm_receipt_number': ['A24514', 'A24514', 'A24514', 'A24514'], 'm_brand_model': [], 'm_brand': ['Oliver Peoples 5523/100773 Size'], 'id': 651062, 'receipt_type': 'Handwritten'}","['29/6/24', '29/6/24', '29/6/24', '29/6/24']","['A24514', 'A24514', 'A24514', 'A24514']",[],['Oliver Peoples 5523/100773 Size'],Handwritten
445,651060,6/29/24,A24514,Approved,1,Oliver Peoples,Sunglasses,OV5522SU,1,Receipt/2024/jpeg_20240707_114703.jpg,Yes,jpeg_20240707_114703.jpg,0.253149,"{'m_receipt_date': ['29/6/24', '29/6/24', '29/6/24', '29/6/24'], 'm_receipt_number': ['A24514', 'A24514', 'A24514', 'A24514'], 'm_brand_model': [], 'm_brand': ['Oliver Peoples 5523/100773 Size'], 'id': 651060, 'receipt_type': 'Handwritten'}","['29/6/24', '29/6/24', '29/6/24', '29/6/24']","['A24514', 'A24514', 'A24514', 'A24514']",[],['Oliver Peoples 5523/100773 Size'],Handwritten
446,651059,6/27/24,A24512,Approved,1,Starck Eyes,Optical,SH2032,1,Receipt/2024/jpeg_20240707_114600.jpg,Yes,jpeg_20240707_114600.jpg,0.309529,"{'m_receipt_date': [], 'm_receipt_number': ['rA24512', 'A24512', 'rA24512', 'A24512'], 'm_brand_model': [], 'm_brand': [], 'id': 651059, 'receipt_type': 'Handwritten'}",[],"['rA24512', 'A24512', 'rA24512', 'A24512']",[],[],Handwritten
447,651058,6/10/24,150,Approved,1,Oakley,Optical,OX3218 1254,1,Receipt/2024/jpeg_20240707_113931.jpg,Yes,jpeg_20240707_113931.jpg,0.481627,"{'m_receipt_date': ['2024-06-10'], 'm_receipt_number': ['Tel: 6015 0292', 'Sales No. BKS24-150-DM', '6015 0292', 'BKS24-150-DM'], 'm_brand_model': ['Frame: Oakley Socket 5.5 OX3218 Col: 1254'], 'm_brand': ['Frame: Oakley Socket 5.5 OX3218 Col: 1254', 'Oakley'], 'id': 651058, 'receipt_type': 'Printed'}",['2024-06-10'],"['Tel: 6015 0292', 'Sales No. BKS24-150-DM', '6015 0292', 'BKS24-150-DM']",['Frame: Oakley Socket 5.5 OX3218 Col: 1254'],"['Frame: Oakley Socket 5.5 OX3218 Col: 1254', 'Oakley']",Printed
448,651057,6/26/24,A24508,Approved,1,Starck Eyes,Optical,SH2066,1,Receipt/2024/jpeg_20240707_114502.jpg,Yes,jpeg_20240707_114502.jpg,0.275819,"{'m_receipt_date': ['26/6/24', '26/6/24', '26/6/24', '26/6/24'], 'm_receipt_number': ['A24508', 'A24508', 'A24508', 'A24508'], 'm_brand_model': ['starck SH2066', 'SH2066'], 'm_brand': ['starck SH2066'], 'id': 651057, 'receipt_type': 'Handwritten'}","['26/6/24', '26/6/24', '26/6/24', '26/6/24']","['A24508', 'A24508', 'A24508', 'A24508']","['starck SH2066', 'SH2066']",['starck SH2066'],Handwritten
449,651056,6/22/24,A24504,Approved,1,Starck Eyes,Optical,SH3091,1,Receipt/2024/jpeg_20240707_114342.jpg,Yes,jpeg_20240707_114342.jpg,0.323155,"{'m_receipt_date': [], 'm_receipt_number': ['A24504', 'A24504', 'A24504', 'A24504'], 'm_brand_model': ['Stack SH 3091', 'SH 3091'], 'm_brand': ['Stack SH 3091'], 'id': 651056, 'receipt_type': 'Handwritten'}",[],"['A24504', 'A24504', 'A24504', 'A24504']","['Stack SH 3091', 'SH 3091']",['Stack SH 3091'],Handwritten
450,651055,7/2/24,2619,Approved,1,Armani Exchange,Optical,AX1057,1,Receipt/2024/yfe5mka32a.jpg,Yes,yfe5mka32a.jpg,10.398327,"{'m_receipt_date': ['2024-07-02', '2024-07-02'], 'm_receipt_number': ['OR-U0524002619', 'OR-U0524002619'], 'm_brand_model': ['0AX1057 602056', '0AX1057'], 'm_brand': ['ARMANI EXCHANGE'], 'id': 651055, 'receipt_type': 'Printed'}","['2024-07-02', '2024-07-02']","['OR-U0524002619', 'OR-U0524002619']","['0AX1057 602056', '0AX1057']",['ARMANI EXCHANGE'],Printed
451,651054,6/15/24,A24499,Approved,1,Starck Eyes,Optical,SH3089,1,Receipt/2024/jpeg_20240707_114208.jpg,Yes,jpeg_20240707_114208.jpg,0.310546,"{'m_receipt_date': [], 'm_receipt_number': ['A24499', 'A24499'], 'm_brand_model': ['Stack SH 3089', '3089'], 'm_brand': ['Stack SH 3089'], 'id': 651054, 'receipt_type': 'Handwritten'}",[],"['A24499', 'A24499']","['Stack SH 3089', '3089']",['Stack SH 3089'],Handwritten
452,651053,6/30/24,2588,Approved,1,Vogue Eyewear,Optical,VO5563,1,Receipt/2024/5k20cyhloz.jpg,Yes,5k20cyhloz.jpg,10.377348,"{'m_receipt_date': ['2024-06-30', '2024-06-30'], 'm_receipt_number': ['OR-U0524002588', 'OR-U0524002588'], 'm_brand_model': ['VOGUE OVO55632939', 'OVO55632939'], 'm_brand': [], 'id': 651053, 'receipt_type': 'Printed'}","['2024-06-30', '2024-06-30']","['OR-U0524002588', 'OR-U0524002588']","['VOGUE OVO55632939', 'OVO55632939']",[],Printed
453,651052,6/8/24,149,Approved,1,Oakley,Optical,OX5019 0254,1,Receipt/2024/jpeg_20240707_113750.jpg,Yes,jpeg_20240707_113750.jpg,0.551546,"{'m_receipt_date': ['2024-06-08'], 'm_receipt_number': ['Sales No. BKS24-149-DM', 'BKS24-149-DM'], 'm_brand_model': ['Frame: Oakley Socket TI OX5019 Col: 0254'], 'm_brand': ['Frame: Oakley Socket TI OX5019 Col: 0254', 'Oakley'], 'id': 651052, 'receipt_type': 'Printed'}",['2024-06-08'],"['Sales No. BKS24-149-DM', 'BKS24-149-DM']",['Frame: Oakley Socket TI OX5019 Col: 0254'],"['Frame: Oakley Socket TI OX5019 Col: 0254', 'Oakley']",Printed
454,651051,6/27/24,pjp24001716,Approved,1,Ray-Ban Kids,Optical,ry1614d 3908,1,Receipt/2024/dhdjipsgzi.jpg,Yes,dhdjipsgzi.jpg,9.281902,"{'m_receipt_date': ['2024-06-27', '2024-06-27'], 'm_receipt_number': ['OR-PJP24001716', 'OR-PJP24001716'], 'm_brand_model': [], 'm_brand': ['RAYBAN KIDS RY1614D', 'RAYBAN'], 'id': 651051, 'receipt_type': 'Printed'}","['2024-06-27', '2024-06-27']","['OR-PJP24001716', 'OR-PJP24001716']",[],"['RAYBAN KIDS RY1614D', 'RAYBAN']",Printed
455,651050,6/7/24,148,Approved,1,Oakley,Optical,OX8062D 0455,1,Receipt/2024/jpeg_20240707_113608.jpg,Yes,jpeg_20240707_113608.jpg,0.485352,"{'m_receipt_date': ['2024-06-07'], 'm_receipt_number': [': BKS24-148-DM', 'BKS24-148-DM'], 'm_brand_model': ['Frame: Oakley Dissipate OX8062D Col: 0455'], 'm_brand': ['Frame: Oakley Dissipate OX8062D Col: 0455', 'Oakley'], 'id': 651050, 'receipt_type': 'Printed'}",['2024-06-07'],"[': BKS24-148-DM', 'BKS24-148-DM']",['Frame: Oakley Dissipate OX8062D Col: 0455'],"['Frame: Oakley Dissipate OX8062D Col: 0455', 'Oakley']",Printed
456,651048,6/30/24,pjp24001759,Approved,1,Ray-Ban,Optical,rx7140 8125 51,1,Receipt/2024/yqm7hwzwcz.jpg,Yes,yqm7hwzwcz.jpg,8.184318,"{'m_receipt_date': ['2024-06-30', '2024-06-30'], 'm_receipt_number': ['OR-PJP24001759', 'OR-PJP24001759'], 'm_brand_model': [], 'm_brand': ['RAY BAN RX7140 8125 5'], 'id': 651048, 'receipt_type': 'Printed'}","['2024-06-30', '2024-06-30']","['OR-PJP24001759', 'OR-PJP24001759']",[],['RAY BAN RX7140 8125 5'],Printed
457,651046,6/30/24,pjp24001767,Approved,1,Oakley Kids,Optical,full turn 8024-02,1,Receipt/2024/mlbkilvaf1.jpg,Yes,mlbkilvaf1.jpg,9.141735,"{'m_receipt_date': ['2024-06-30', '2024-06-30'], 'm_receipt_number': ['OR-PJP24001767', 'OR-PJP24001767'], 'm_brand_model': [], 'm_brand': ['OAKLEY FULL TURN', 'OAKLEY'], 'id': 651046, 'receipt_type': 'Printed'}","['2024-06-30', '2024-06-30']","['OR-PJP24001767', 'OR-PJP24001767']",[],"['OAKLEY FULL TURN', 'OAKLEY']",Printed
458,651045,7/1/24,pjp24001779,Approved,1,Oakley,Optical,crosslink 8118-04,1,Receipt/2024/0bzelxmzqu.jpg,Yes,0bzelxmzqu.jpg,9.256475,"{'m_receipt_date': ['2024-07-01', '2024-07-01'], 'm_receipt_number': ['OR-PJP24001779', 'OR-PJP24001779'], 'm_brand_model': [], 'm_brand': ['OAKLEY CROSSLINK 8118-', 'OAKLEY'], 'id': 651045, 'receipt_type': 'Printed'}","['2024-07-01', '2024-07-01']","['OR-PJP24001779', 'OR-PJP24001779']",[],"['OAKLEY CROSSLINK 8118-', 'OAKLEY']",Printed
459,651044,7/5/24,pjp24001825,Approved,1,Oakley,Optical,ingress 8145d 0156,1,Receipt/2024/81fiigsc3a.jpg,Yes,81fiigsc3a.jpg,8.02419,"{'m_receipt_date': ['2024-07-05', '2024-07-05'], 'm_receipt_number': ['OR-PJP24001825', 'OR-PJP24001825'], 'm_brand_model': [], 'm_brand': ['OAKLEY INGRESS', 'OAKLEY'], 'id': 651044, 'receipt_type': 'Printed'}","['2024-07-05', '2024-07-05']","['OR-PJP24001825', 'OR-PJP24001825']",[],"['OAKLEY INGRESS', 'OAKLEY']",Printed
460,651042,7/6/24,pjp24001843,Approved,1,Ray-Ban Kids,Optical,ry1569d 3708,1,Receipt/2024/i3hqp9kpox.jpg,Yes,i3hqp9kpox.jpg,8.14447,"{'m_receipt_date': ['2024-07-06', '2024-07-06'], 'm_receipt_number': ['OR-PJP24001843', 'OR-PJP24001843'], 'm_brand_model': [], 'm_brand': ['RAYBAN KIDS RY1569D', 'RAYBAN'], 'id': 651042, 'receipt_type': 'Printed'}","['2024-07-06', '2024-07-06']","['OR-PJP24001843', 'OR-PJP24001843']",[],"['RAYBAN KIDS RY1569D', 'RAYBAN']",Printed
461,651041,6/4/24,147,Approved,1,Oakley,Sunglasses,OO9448F 0258,1,Receipt/2024/jpeg_20240707_112936.jpg,Yes,jpeg_20240707_112936.jpg,0.484412,"{'m_receipt_date': ['2024-06-04'], 'm_receipt_number': ['Sales No. : BKS24-147-DM', 'BKS24-147-DM'], 'm_brand_model': [], 'm_brand': ['Sunglass: Oakley Sylas 009448F Col: 0258', 'Oakley'], 'id': 651041, 'receipt_type': 'Printed'}",['2024-06-04'],"['Sales No. : BKS24-147-DM', 'BKS24-147-DM']",[],"['Sunglass: Oakley Sylas 009448F Col: 0258', 'Oakley']",Printed
462,651040,6/4/24,146,Approved,1,Oakley,Optical,OX8174 0356,1,Receipt/2024/jpeg_20240707_112758.jpg,Yes,jpeg_20240707_112758.jpg,0.352265,"{'m_receipt_date': ['2024-06-04'], 'm_receipt_number': ['Sales No. BKS24-146-DM', 'BKS24-146-DM'], 'm_brand_model': ['Frame: Oakley Hex Jector A OX8174F Col: 0356'], 'm_brand': ['Frame: Oakley Hex Jector A OX8174F Col: 0356', 'Oakley'], 'id': 651040, 'receipt_type': 'Printed'}",['2024-06-04'],"['Sales No. BKS24-146-DM', 'BKS24-146-DM']",['Frame: Oakley Hex Jector A OX8174F Col: 0356'],"['Frame: Oakley Hex Jector A OX8174F Col: 0356', 'Oakley']",Printed
463,651039,6/1/24,145,Approved,1,Oakley,Optical,OX8100 0356,1,Receipt/2024/jpeg_20240707_112540_v1jutcE.jpg,Yes,jpeg_20240707_112540_v1jutcE.jpg,0.45548,"{'m_receipt_date': ['2024-06-01'], 'm_receipt_number': ['Sales No. : BKS24-145-DM', 'BKS24-145-DM'], 'm_brand_model': ['Frame: Oakley Holbrook RX A OX8100 Col: 0356'], 'm_brand': ['Frame: Oakley Holbrook RX A OX8100 Col: 0356', 'Frame: Oakley Tincup OX3184 Col: 0154', 'Oakley', 'Oakley'], 'id': 651039, 'receipt_type': 'Printed'}",['2024-06-01'],"['Sales No. : BKS24-145-DM', 'BKS24-145-DM']",['Frame: Oakley Holbrook RX A OX8100 Col: 0356'],"['Frame: Oakley Holbrook RX A OX8100 Col: 0356', 'Frame: Oakley Tincup OX3184 Col: 0154', 'Oakley', 'Oakley']",Printed
464,651038,6/1/24,145,Approved,1,Oakley,Optical,OX8100 0356,1,Receipt/2024/jpeg_20240707_112540.jpg,Yes,jpeg_20240707_112540.jpg,0.45548,"{'m_receipt_date': ['2024-06-01'], 'm_receipt_number': ['Sales No. : BKS24-145-DM', 'BKS24-145-DM'], 'm_brand_model': ['Frame: Oakley Holbrook RX A OX8100 Col: 0356'], 'm_brand': ['Frame: Oakley Holbrook RX A OX8100 Col: 0356', 'Frame: Oakley Tincup OX3184 Col: 0154', 'Oakley', 'Oakley'], 'id': 651038, 'receipt_type': 'Printed'}",['2024-06-01'],"['Sales No. : BKS24-145-DM', 'BKS24-145-DM']",['Frame: Oakley Holbrook RX A OX8100 Col: 0356'],"['Frame: Oakley Holbrook RX A OX8100 Col: 0356', 'Frame: Oakley Tincup OX3184 Col: 0154', 'Oakley', 'Oakley']",Printed
465,651037,6/1/24,143,Approved,1,Oakley,Optical,OX3217 0255,1,Receipt/2024/jpeg_20240707_112227.jpg,Yes,jpeg_20240707_112227.jpg,0.626835,"{'m_receipt_date': ['2024-06-01'], 'm_receipt_number': ['Sales No. : BKS24-143-DM', 'BKS24-143-DM'], 'm_brand_model': ['Frame: Oakley Socket 5.0 OX3217 Col: 0255'], 'm_brand': ['Frame: Oakley Socket 5.0 OX3217 Col: 0255', 'Oakley'], 'id': 651037, 'receipt_type': 'Printed'}",['2024-06-01'],"['Sales No. : BKS24-143-DM', 'BKS24-143-DM']",['Frame: Oakley Socket 5.0 OX3217 Col: 0255'],"['Frame: Oakley Socket 5.0 OX3217 Col: 0255', 'Oakley']",Printed
466,651024,7/5/24,524002655,Approved,1,Prada,Optical,PR17ZVF,1,Receipt/2024/bftiptp8ht.jpg,Yes,bftiptp8ht.jpg,5.070742,"{'m_receipt_date': ['2024-07-05', '2024-07-05'], 'm_receipt_number': ['OR-U0524002655', 'OR-U0524002655'], 'm_brand_model': ['PRADA OPR 17ZVF', '17ZVF'], 'm_brand': ['PRADA OPR 17ZVF', 'PRADA'], 'id': 651024, 'receipt_type': 'Printed'}","['2024-07-05', '2024-07-05']","['OR-U0524002655', 'OR-U0524002655']","['PRADA OPR 17ZVF', '17ZVF']","['PRADA OPR 17ZVF', 'PRADA']",Printed
467,651023,7/5/24,524002656,Approved,1,Oakley,Optical,OX8057,1,Receipt/2024/otxbwftfgs.jpg,Yes,otxbwftfgs.jpg,5.10534,"{'m_receipt_date': ['2024-07-05', '2024-07-05'], 'm_receipt_number': ['OR-U0524002656', 'OR-U0524002656'], 'm_brand_model': ['00X8057 0456', '00X8057 0456'], 'm_brand': ['OAKLEY DRAW UP', 'OAKLEY'], 'id': 651023, 'receipt_type': 'Printed'}","['2024-07-05', '2024-07-05']","['OR-U0524002656', 'OR-U0524002656']","['00X8057 0456', '00X8057 0456']","['OAKLEY DRAW UP', 'OAKLEY']",Printed
468,651022,7/5/24,524002654,Approved,1,Michael Kors,Optical,MK4103U,1,Receipt/2024/fvm0qlaji4.jpg,Yes,fvm0qlaji4.jpg,4.90336,"{'m_receipt_date': ['2024-07-05', '2024-07-05'], 'm_receipt_number': ['OR-U0524002654', 'OR-U0524002654'], 'm_brand_model': ['0MK4103U 3005', '0MK4103U'], 'm_brand': ['MICHAEL KORS'], 'id': 651022, 'receipt_type': 'Printed'}","['2024-07-05', '2024-07-05']","['OR-U0524002654', 'OR-U0524002654']","['0MK4103U 3005', '0MK4103U']",['MICHAEL KORS'],Printed
469,651021,7/5/24,524002651,Approved,1,Ray-Ban,Optical,RX6472,1,Receipt/2024/pwxql9isew.jpg,Yes,pwxql9isew.jpg,5.520666,"{'m_receipt_date': ['2024-07-05', '2024-07-05'], 'm_receipt_number': ['OR-U0524002651', 'OR-U0524002651'], 'm_brand_model': ['RAY BAN ORX6472', 'ORX6472'], 'm_brand': ['RAY BAN ORX6472'], 'id': 651021, 'receipt_type': 'Printed'}","['2024-07-05', '2024-07-05']","['OR-U0524002651', 'OR-U0524002651']","['RAY BAN ORX6472', 'ORX6472']",['RAY BAN ORX6472'],Printed
470,651020,7/5/24,524002648,Approved,1,Ray-Ban,Optical,RX7318D,1,Receipt/2024/fkg4jt0ue7.jpg,Yes,fkg4jt0ue7.jpg,5.011482,"{'m_receipt_date': ['2024-07-05', '2024-07-05'], 'm_receipt_number': ['OR-U0524002648', 'OR-U0524002648'], 'm_brand_model': ['RAY BAN 0RX7318D', '0RX7318D'], 'm_brand': ['RAY BAN 0RX7318D'], 'id': 651020, 'receipt_type': 'Printed'}","['2024-07-05', '2024-07-05']","['OR-U0524002648', 'OR-U0524002648']","['RAY BAN 0RX7318D', '0RX7318D']",['RAY BAN 0RX7318D'],Printed
471,651019,7/3/24,524002633,Approved,1,Oliver Peoples,Optical,OV5219FM,1,Receipt/2024/tstvkqrzpo.jpg,Yes,tstvkqrzpo.jpg,4.886928,"{'m_receipt_date': ['2024-07-03', '2024-07-03'], 'm_receipt_number': ['OR-U0524002633', 'OR-U0524002633'], 'm_brand_model': ['0OV5219FM 1571 47', '0OV5219FM'], 'm_brand': ['OLIVER PEOPLES'], 'id': 651019, 'receipt_type': 'Printed'}","['2024-07-03', '2024-07-03']","['OR-U0524002633', 'OR-U0524002633']","['0OV5219FM 1571 47', '0OV5219FM']",['OLIVER PEOPLES'],Printed
472,651018,7/3/24,524002630,Approved,1,Ray-Ban,Optical,RX7140,1,Receipt/2024/mh4tsk4znr.jpg,Yes,mh4tsk4znr.jpg,5.383366,"{'m_receipt_date': ['2024-07-03', '2024-07-03'], 'm_receipt_number': ['OR-U0524002630', 'OR-U0524002630'], 'm_brand_model': ['RAY BAN 0RX7140', '0RX7140'], 'm_brand': ['RAY BAN 0RX7140'], 'id': 651018, 'receipt_type': 'Printed'}","['2024-07-03', '2024-07-03']","['OR-U0524002630', 'OR-U0524002630']","['RAY BAN 0RX7140', '0RX7140']",['RAY BAN 0RX7140'],Printed
